t,est_vx_w,est_vy_w,est_vz_w,gt_vx_w,gt_vy_w,gt_vz_w,est_vx_b,est_vy_b,est_vz_b,gt_vx_b,gt_vy_b,gt_vz_b
0.05,-2.4088612917694263e-06,-8.264232747023925e-06,0.001114990678615868,1.0473335532168448e-09,-8.308602694739875e-09,-1.901843091900446e-07,-2.409878334219684e-06,-8.263938980235253e-06,0.001114990678615868,1.0476028590218838e-09,-8.308646482434512e-09,-1.9018430579384018e-07
0.055,-2.5921456199284876e-06,-8.273557796201203e-06,0.0011149815982207656,1.0468044209233085e-09,-8.303105758500351e-09,-1.8928835743281525e-07,-2.593162662378745e-06,-8.273265848401934e-06,0.0011149815982207656,1.047072788909637e-09,-8.303149291492778e-09,-1.892883540389203e-07
0.060000000000000005,-2.659682422745391e-06,-8.282858289021533e-06,0.0011149693746119738,1.0462795074772657e-09,-8.297605269547148e-09,-1.8839590154584585e-07,-2.660699237821973e-06,-8.282567250716966e-06,0.0011149693746119738,1.046546941077786e-09,-8.297648548774005e-09,-1.8839589815425964e-07
0.065,-2.6815525870915735e-06,-8.292107850138564e-06,0.0011149563360959291,1.045758923901019e-09,-8.292103004237106e-09,-1.8750691310742695e-07,-2.6825694021681556e-06,-8.291816811833996e-06,0.0011149563360959291,1.0460254265528787e-09,-8.292146030619253e-09,-1.875069097181484e-07
0.06999999999999999,-2.685541403479874e-06,-8.301322850456927e-06,0.0011149431811645627,1.0452424481499634e-09,-8.286599850748644e-09,-1.8662139211755857e-07,-2.6865582185564563e-06,-8.30103181215236e-06,0.0011149431811645627,1.0455080232624038e-09,-8.286642625217043e-09,-1.8662138873058634e-07
0.075,-2.6826037355931476e-06,-8.310505108966026e-06,0.0011149300262331963,1.0447300802240989e-09,-8.281094920903342e-09,-1.8573931015453127e-07,-2.6836203232960543e-06,-8.310214980156161e-06,0.0011149300262331963,1.0449947311846245e-09,-8.281137444374316e-09,-1.857393067698646e-07
0.08,-2.6769876058096997e-06,-8.31966372061288e-06,0.0011149168713018298,1.044221931145728e-09,-8.27559087923646e-09,-1.848606387966356e-07,-2.678003966138931e-06,-8.319373591803014e-06,0.0011149168713018298,1.0444856613249863e-09,-8.275633152624995e-09,-1.8486063541427262e-07
0.08499999999999999,-2.6703658022597665e-06,-8.328770491061732e-06,0.0011149038327857852,1.0437177788702456e-09,-8.270086837569579e-09,-1.839853780438716e-07,-2.6713821625889977e-06,-8.328479452757165e-06,0.0011149038327857852,1.0439805916585276e-09,-8.27012886179252e-09,-1.8398537466381074e-07
0.09,-2.6633824745658785e-06,-8.337843610206619e-06,0.0011148907942697406,1.043217623397652e-09,-8.264584572259537e-09,-1.8311349947452982e-07,-2.6643988348951098e-06,-8.337552571902052e-06,0.0011148907942697406,1.0434795221535886e-09,-8.264626348221043e-09,-1.8311349609676934e-07
0.095,-2.656256810951163e-06,-8.346893991983961e-06,0.0011148778721690178,1.042721464727947e-09,-8.259083195127914e-09,-1.8224497466690082e-07,-2.6572731712803943e-06,-8.346602953679394e-06,0.0011148778721690178,1.0429824527865653e-09,-8.259124723736048e-09,-1.8224497129143873e-07
0.09999999999999999,-2.649124780873535e-06,-8.355893442058004e-06,0.001114864950068295,1.0422293028611307e-09,-8.25358448253155e-09,-1.8137981783183932e-07,-2.650140913829091e-06,-8.355602403753437e-06,0.001114864950068295,1.042489383583033e-09,-8.253625764686734e-09,-1.813798144586736e-07
0.105,-2.6419897949381266e-06,-8.364859240828082e-06,0.001114852144382894,1.0417410267749005e-09,-8.248089322648866e-09,-1.8051798633678118e-07,-2.643005700520007e-06,-8.364568202523515e-06,0.001114852144382894,1.0420002034928946e-09,-8.248130359243052e-09,-1.805179829659096e-07
0.11,-2.6419897949381266e-06,-8.364859240828082e-06,0.001114852144382894,1.0412566364692566e-09,-8.24259771547986e-09,-1.796594801817264e-07,-2.643005700520007e-06,-8.364568202523515e-06,0.001114852144382894,1.0415149131787842e-09,-8.242638512842884e-09,-1.7965947681289343e-07
0.11499999999999999,-2.6348839128331747e-06,-8.373793207283597e-06,0.001114839338697493,1.0407760209218964e-09,-8.237109661024533e-09,-1.7880427094496554e-07,-2.635899818415055e-06,-8.37350216897903e-06,0.001114839338697493,1.0410334002216868e-09,-8.23715021465306e-09,-1.7880426757841932e-07
0.12,-2.6277862161805388e-06,-8.382703526876867e-06,0.0011148265330120921,1.0402992911551223e-09,-8.231626935639724e-09,-1.779523444156439e-07,-2.6288018943887437e-06,-8.3824124885723e-06,0.0011148265330120921,1.0405557763733143e-09,-8.23166724641998e-09,-1.7795234105138136e-07
0.125,-2.620739451231202e-06,-8.391560186282732e-06,0.0011148139601573348,1.0402992911551223e-09,-8.231626935639724e-09,-1.779523444156439e-07,-2.621755129439407e-06,-8.391270057472866e-06,0.0011148139601573348,1.0405557757055003e-09,-8.231667240916934e-09,-1.779523410516398e-07
0.13,-2.613712013044278e-06,-8.400385013374034e-06,0.0011148012708872557,1.0398262251243295e-09,-8.226149539325434e-09,-1.7710368638290674e-07,-2.614727691252483e-06,-8.400093975069467e-06,0.0011148012708872557,1.0400818188778605e-09,-8.226189602599069e-09,-1.7710368302118653e-07
0.135,-2.60671322394046e-06,-8.409188012592494e-06,0.0011147886980324984,1.0393569338518205e-09,-8.22067836026008e-09,-1.7625828263589938e-07,-2.6077286747749895e-06,-8.408896974287927e-06,0.0011147886980324984,1.0396116400764577e-09,-8.220718182411044e-09,-1.7625827927646e-07
0.13999999999999999,-2.599747404019581e-06,-8.417939170612954e-06,0.0011147762415930629,1.0388913063152927e-09,-8.215213398443666e-09,-1.754161331746218e-07,-2.6007628548541106e-06,-8.417648132308386e-06,0.0011147762415930629,1.0391451283138445e-09,-8.215252980352623e-09,-1.7541612981746025e-07
